user_id	age	gender	occupation	city	income_level	education_level	device_type	vip_flag	real_name_flag_new	innet_dur	comm_num	famstru_id
3ab39e04127604d7b33640097d87bb62	55	1	17	574	4	1	ANDROID	1	1	220	45.0	5
dd9567dedcb13833a7d3430ecf967d9e	56	1	0	575	3	1	ANDROID	1	1	308	29.0	6
1216e4494820c9097a06a2d9a5914b48	21	0	6	571	3	2	IOS	0	1	33	2.0	1
55391a3e5b94769a4f0b2421e289c729	59	1	3	573	4	1	COLOR OS	1	1	231	52.0	-99
9b1e113f12cbc1067f7c29d7ed06063b	62	1	3	576	4	1	ANDROID	1	1	298	141.0	6
733c95e2cee8d35ac3aaf0af7bcb1b28	23	0	0	574	3	2	ANDROID	0	1	45	2.0	1
186ce1e28e90e7210621a6631c8febbd	59	1	3	577	4	1	ANDROID	0	1	171	45.0	5
80ab8652df643a1cafac67dedb8953f1	33	0	17	571	3	1	IOS	1	1	154	65.0	2
7794e155148808e4a8b904424a89aa45	48	1	23	571	4	1	ANDROID	1	1	114	11.0	7
fc7e442a27a76c7531a27bab9dff1f4b	48	1	3	573	5	2	ANDROID	1	1	202	261.0	5
1aec91da37c1b1f3b4b9000856f2c329	53	0	4	571	3	1	ANDROID	1	1	217	10.0	7
bb769997714729f6fe04134f9161f657	32	0	6	571	4	1	ANDROID	0	1	154	43.0	5
14562e070eb5ef5eec7afec5586d18ff	37	0	17	577	4	1	IOS	0	1	172	27.0	5
104a8fff5fa3528bde0f99574c89d63e	36	1	19	577	4	2	ANDROID	0	1	36	45.0	-99
14846f58502d187cd028f4b296cfed9b	68	1	23	578	2	1	ANDROID	0	1	83	4.0	6
fd7b827209458e55ce2e1a02924a71b1	39	1	0	576	3	0	ANDROID	0	1	49	12.0	2
2a86f2094285033f661adaad2d90918a	47	1	0	577	5	1	HarmonyOS	1	1	280	53.0	-99
bf359e09bda26f068ef960453e9c6450	60	1	17	576	3	1	ANDROID	0	1	88	4.0	5
16340740013144ad87f5b8b54413343a	42	0	0	574	3	1	ANDROID	0	1	8	1.0	7
9005bd873c1465b9b137828ab94066f4	47	1	4	570	5	1	ANDROID	1	1	289	54.0	3
75cb003d60c2a08e269776598af7133f	36	1	19	571	4	2	ANDROID	0	1	191	27.0	1
b6d2d1ca29b2fd51cb0d37ee29ccc477	37	0	17	576	2	1	IOS	0	1	11	10.0	-99
aa859ef2040d2bfbe97b6d25aa919219	40	0	14	575	4	1	HarmonyOS	0	1	229	43.0	1
5e406e87fe399e5ef93cec72c4877171	33	1	16	575	5	2	IOS	1	1	147	82.0	7
250cc3cbd19711391b6da1ac90635e4c	48	1	23	580	3	1	ANDROID	0	1	28	5.0	7
00e93b77ee9a0932a0ba5c4e833a8708	44	1	4	571	4	1	HarmonyOS	1	1	129	144.0	5
dd7747609631f8e3c8ed24c611a4351f	32	0	17	571	2	1	ANDROID	0	1	8	27.0	-99
1d050e6d217a0e19f2e3255fa3ffe3d7	53	1	17	573	4	1	ANDROID	1	1	172	9.0	5
e4627999a3875ab6dd74f98a032e3dad	55	1	5	574	4	2	IOS	0	1	289	93.0	5
a4c32d7ca7e5358df6d1448430fd0d37	62	0	23	575	1	1	ANDROID	0	1	28	5.0	1
c3546951cacf199e573054dfbfdd15a5	38	0	8	572	1	2	HarmonyOS	0	1	2	1.0	5
03873b62477386d7382b3941bb38d8ef	50	0	0	575	2	1	RTOS系统	0	1	28	3.0	1
2b5fcea87b4d43ecc96632aaa6663334	41	0	17	576	3	1	RTOS系统	0	1	7	6.0	3
7691c909133e48d9a5709365daff2d4a	38	0	17	576	2	1	N	0	1	7	2.0	7
1d3ce24fa0f7570a666d11e3247b07b6	60	1	17	577	2	1	IOS	0	1	156	11.0	5
8975372ede1e8f0d52db3434db29ab7d	19	0	6	574	3	1	IOS	0	1	27	17.0	7
694325ee07ba438ccc508c239799acb9	38	0	16	571	5	2	IOS	0	1	190	67.0	5
dab812cf6c7d6c1dc3896a4d976e9237	29	0	6	580	3	1	IOS	1	1	67	154.0	5
30d02602a4307e8dc587be660d8f21f9	52	1	17	575	4	1	ANDROID	1	1	235	22.0	1
5d214d409554702baa931139dd13299b	36	0	17	576	5	1	IOS	0	1	215	57.0	5
5519071f79fe364f36e751eecc0aa217	52	1	3	579	4	1	IOS	1	1	217	80.0	7
281975adb909716f381321ba5eb9431d	32	1	0	578	4	0	ANDROID	0	1	66	17.0	2
b8d8edfc6d3552b145f2a3bb8c43bb39	31	1	6	579	5	1	ANDROID	1	1	137	4.0	7
b83a83e425c6278bc33279cdb06e2625	54	0	17	571	5	1	HarmonyOS	1	1	194	64.0	5
d624cd2d03c638c6129d1d37668b8898	43	1	6	577	4	1	HarmonyOS	1	1	227	87.0	-99
e027c3e8d915f432d3ca50e914db2771	47	0	7	579	4	2	HarmonyOS	0	1	221	38.0	2
9498437106e7cd1462be0853ad89ebee	53	1	6	575	4	1	ANDROID	1	1	230	170.0	-99
3209880374af4f92a0b6fc9e1ee52e73	53	1	17	572	2	1	ANDROID	0	1	8	6.0	7
288e352d972b8008682a4b99335b7fca	68	1	23	577	1	1	ANDROID	0	1	209	5.0	6
5e1cdd5061eecfe4ba656040377cf8d1	61	1	23	571	2	1	HarmonyOS	0	0	258	7.0	-99
f7a19443f6d00290c8650d69113fed17	36	0	23	576	2	0	HarmonyOS	0	1	9	1.0	5
e09acc2d643b81735d4abcecd7d2d0eb	39	0	17	572	3	1	IOS	0	1	85	10.0	5
5c9c0c412feace74082fcc3eafc4dbd4	58	1	17	577	4	1	ANDROID	1	1	284	49.0	6
80fa06cf8b8ac065910d03c6888a1d22	48	1	6	574	4	1	ANDROID	1	1	184	37.0	7
6f7987d827f1046a21c3c3aefc90913c	50	1	19	579	4	2	HarmonyOS	1	1	219	75.0	5
59f4a3fcf71502f95ce2edf8c6321131	49	1	6	577	4	1	IOS	1	1	37	113.0	5
baf5f14a5ed3bb4b8912a385f6ba1b1c	29	0	17	579	3	1	IOS	0	1	130	16.0	4
ea77452a4aea17b262234421ed786eee	37	1	18	575	4	1	ANDROID	0	1	227	36.0	-99
4530d46dbf2b371e088606a4f2f81030	37	0	12	579	4	1	IOS	0	1	131	28.0	5
44c0c9e64fe2e4b21fc1cf50a4324857	28	1	17	572	2	1	IOS	0	1	14	19.0	7
65086624b52ed3bb246ccc511efad9c8	39	1	23	576	4	0	HarmonyOS	1	1	135	12.0	7
9c84fa65d77c9aefe5f9c7abf45f1097	42	0	14	580	4	1	ANDROID	0	1	262	30.0	7
607d36494f6d9524402a995b8a0a082d	56	0	18	572	3	1	ANDROID	0	1	116	24.0	3
d26ca6657be3b38b65f4a1f0267b8662	51	1	0	570	3	1	ANDROID	0	1	199	15.0	7
127daea69a705ed0711e04d9f4084e9f	59	0	0	579	2	1	IOS	0	1	9	36.0	4
2e4180ca4eada1a79ce31aa6f9796b82	44	0	17	576	4	1	ANDROID	0	1	257	30.0	1
d7eaf965b07a3f7347346dacdc6ab039	58	1	4	573	3	1	ANDROID	0	1	113	20.0	6
ac0571c884e9e767aa875aadb89bcd7c	27	1	17	579	3	1	IOS	0	1	9	19.0	7
cdf00bc51e34f59f987e20fb091c7757	66	0	23	579	3	1	ANDROID	0	1	192	27.0	5
e9844ed44f05e88518825934f31b2f35	52	0	0	574	3	1	ANDROID	0	1	204	18.0	4
05847b5357e001f8784ef46707d31424	33	1	9	577	3	2	ANDROID	0	1	39	18.0	1
5e15bcbdafbd10cc7369a712f2158c3f	52	0	3	576	4	1	HarmonyOS	0	1	282	41.0	5
8e0bf2f363299de961a56d30df9d01e4	29	1	6	578	4	1	ANDROID	0	1	71	33.0	5
605123c23ebd040477b984b6bec17d21	48	1	0	571	2	1	ANDROID	0	1	72	28.0	7
89d17c58e960c4174975c28aaf4efdff	62	0	17	577	3	1	ANDROID	0	1	124	19.0	5
87b2c73478a80baa9a50c40b0f1f2b19	56	0	3	573	4	1	IOS	1	1	263	144.0	5
a11a517c80807cabd8929f2a5af5050e	20	0	0	578	4	0	COLOR OS	0	1	48	15.0	4
d2d8aea8bf649d7ae4798d51149ae439	41	1	0	576	2	1	ANDROID	0	1	57	3.0	5
506275a69f770c49ee0ce080b396561c	34	1	17	577	4	1	ANDROID	1	1	121	14.0	4
dfed57216fd9414c34f40dc093ba892a	40	0	16	571	4	2	ANDROID	1	1	226	65.0	3
1171e1cc7ba13bfb8dd04b4aed8e5a64	18	1	17	580	3	1	IOS	0	1	23	5.0	7
e58d2b5a8dc61af35f21509c0e8a37ab	34	0	18	571	4	1	IOS	0	1	137	88.0	-99
31b95272e70781b89a979fb29e125ba5	57	0	0	572	3	1	ANDROID	0	1	230	14.0	4
3d9832985f07f954b2606f0c94317b4a	55	1	0	571	3	1	ANDROID	0	1	171	10.0	2
10f2b7d0a177dd0420393551d4992483	73	0	17	576	2	1	ANDROID	0	1	45	4.0	6
981022e3e8bf540c4d90e34f882ce6b6	47	1	3	571	4	2	HarmonyOS	1	1	201	82.0	5
56bc579974841899b0f3fc51563779ed	59	1	0	577	3	1	ANDROID	0	1	230	24.0	5
ae60b63a18f8df38d812e6195ced01b7	58	1	4	576	3	1	ANDROID	0	1	227	20.0	6
5d13bd00551abc83811717bfdbcb63de	44	0	17	579	3	1	ANDROID	0	1	122	3.0	7
99b3a32e2a434841e6fa9fd3b08c68ba	60	0	17	577	3	1	ANDROID	0	1	100	17.0	4
76c4411215fa9503a6e42e8e4500c847	37	1	17	573	5	1	ANDROID	1	1	164	35.0	5
546aab99336d5fdbe2f7c1f66cbfb500	38	1	0	576	1	0	ANDROID	0	1	35	33.0	1
c32fa00efe1991dc55b7d8c7a018b576	53	0	0	579	3	1	ANDROID	0	1	258	31.0	7
07b0240d5e7b10f3da11c43710a6be68	48	0	17	574	3	1	HarmonyOS	0	1	164	12.0	2
8f2d838e16a60b0400e95b90eb1d6dae	46	0	0	574	3	1	IOS	1	1	183	34.0	5
1acaf278b7c2b4542702a264e482c2ac	67	1	2	576	4	2	ANDROID	0	1	223	14.0	1
fd91c785adc29ea3d18da1c8e8354e44	41	0	15	575	4	2	IOS	1	1	229	41.0	5
dbbbf47ecbc7d12969f1c8870128bc1d	44	0	12	574	3	1	ANDROID	0	1	173	10.0	7
dda3a7338499d5fb478f991e0851dd76	44	1	23	576	4	1	ANDROID	0	1	128	15.0	5
64064946f6d706db350a0f27f2882c03	30	1	3	576	4	1	IOS	1	1	125	168.0	-99
369b9f18ee28c361da70e939cf8ebbc1	41	1	3	574	4	1	HarmonyOS	1	1	229	96.0	5
bbefbb14f0d34a3e9a0d24e80ebe45e0	25	1	17	574	3	1	ANDROID	0	1	5	33.0	1
85bc4576da3c8d1a5759b07a5d9a272e	27	1	17	574	3	1	ANDROID	0	1	8	1.0	7
c986ef883f2c2f359362dd151d27b9cc	24	1	0	571	3	0	ANDROID	0	1	70	3.0	3
733393df1ad0dcf764bf771d99734ffd	21	0	6	575	4	2	IOS	0	1	22	33.0	7
61183bd7257d497351dc7f3d5f53bf4c	42	0	16	571	5	2	ANDROID	1	1	274	34.0	-99
bd05d8ee545f252ba26d42a01db0bc66	61	0	23	576	2	1	N	0	1	177	17.0	-99
fab606b23406cf796b51cdda08a8a36d	52	1	6	577	5	1	HarmonyOS	1	1	147	109.0	-99
e7938ec17d67e7202933b12e4bf51991	28	1	17	571	3	2	ANDROID	0	1	56	6.0	7
8b1b436ae3b4c1feb42ad57ba7e4e358	36	1	17	578	4	1	HarmonyOS	1	1	63	8.0	7
942808daf4ff29ceb7be4c241a7981e8	62	0	23	571	3	1	IOS	0	1	23	17.0	6
0d3f34c8ce704abc3f69e5047a407c09	56	1	16	571	3	2	ANDROID	0	1	58	46.0	6
7867e5ca933f6b08731b7c51d0be4517	36	0	6	579	5	1	IOS	1	1	165	126.0	7
f98aa5315e33d6fa23b449c7dd0f2046	56	1	3	579	4	1	IOS	1	1	318	138.0	1
6661d1146c20ea301abff3abf59f158d	38	0	17	575	4	1	ANDROID	0	1	221	41.0	7
7b6e0436c561ece850e0ca278cf2130f	39	1	4	577	4	2	ANDROID	0	1	153	21.0	-99
706552378d0ee24c3d81691962e68f64	0	-99	4	574	2	2	ANDROID	0	1	6	3.0	7
1970849fa2fe42b345ae49a1c2bdf9ce	70	1	23	571	3	1	ANDROID	0	1	193	16.0	-99
1ff268794a12cd6ddaad6040b25981ee	59	0	23	576	2	1	ANDROID	0	1	20	3.0	-99
1eac01d77eea62a911933a8372b0e791	43	0	11	579	4	1	ANDROID	1	1	180	15.0	7
f1593f7adeecf369b27db82394d427ca	69	1	23	577	4	1	IOS	1	1	233	13.0	-99
d1b48f2041f7648e0390b95fbd7a96f2	46	0	22	571	2	1	ANDROID	0	1	106	3.0	3
0b1f4560d5c38cc5f08dc64ffac0b439	45	1	17	577	4	1	ANDROID	1	1	150	11.0	5
34275a4b1c3fd40786b5826c8b058278	35	0	14	571	4	2	HarmonyOS	0	1	106	63.0	1
eee3041ea3ad258dddebb809ccbd35e0	42	1	9	577	4	1	ANDROID	0	1	134	16.0	-99
5563e44122029b6a9e45e0900647d275	47	0	17	577	4	1	IOS	1	1	148	47.0	7
7eb6cb8afeaa1430410d6559d5c1465a	52	0	22	573	3	1	ANDROID	0	1	128	28.0	5
fe6c165f82e8fdd76847415a5913692a	85	1	23	574	2	1	ANDROID	0	1	31	8.0	6
4252f97f0f581cc5ada512ffad1c358e	55	1	0	570	3	1	ANDROID	0	1	224	40.0	4
f75ea2013cb5c8e650b2879ab70238a6	17	1	24	578	3	0	IOS	0	1	41	16.0	-99
a2b314f26e14557f5c5c6b13cfb393d9	24	1	8	576	4	2	IOS	0	1	132	39.0	-99
4a6db341690a996c23cac625c3f734fe	48	1	0	574	2	1	ANDROID	0	1	8	20.0	-99
d1c6c471ed206046f1b0c3d993297b0b	57	1	17	577	3	1	ANDROID	1	1	149	8.0	6
e69e5d345589708768251f667b557e63	49	0	17	575	5	1	HarmonyOS	1	1	159	42.0	1
3d2ee1cb3788ee07c2d12698e04013bd	48	1	3	577	4	1	HarmonyOS	1	1	155	69.0	-99
22c807119dd64883c1a1606220f03a26	29	0	17	571	3	1	IOS	0	1	135	28.0	2
7cf8450e34cb2048b9a1faeae7d79be8	60	1	3	577	4	1	ANDROID	1	1	325	127.0	5
80d91b0bcd5b001505bb0ed4817ebbe6	44	1	17	574	3	1	IOS	0	1	225	5.0	4
324e66869022ad01a8a53ea1e24f0189	36	0	17	576	4	1	IOS	1	1	185	20.0	5
38afd1ce908fb7548fb458be2513b7bb	51	0	0	577	4	1	ANDROID	1	1	160	18.0	3
4253d357451d499506d3180e5471c605	36	0	6	571	4	1	IOS	0	1	81	91.0	7
48bff248befbfb962d5515396f343907	27	1	12	577	4	1	ANDROID	0	1	153	21.0	3
8f94bbdad0be1a5fa46a8c7527498f10	67	1	23	575	3	1	ANDROID	0	1	229	37.0	6
020ace13c0ddba24258fbcfe24700d25	46	0	0	575	4	1	IOS	0	1	234	23.0	5
738a329936c9a50b5a014a83473b1ec6	33	1	3	574	4	1	HarmonyOS	0	1	7	81.0	1
bc7be21fb83227d583cd1237784f1507	70	0	23	577	2	1	ANDROID	0	1	98	9.0	1
571741fe2ae32ea2b371806e3fc51007	45	0	0	579	4	1	ANDROID	0	1	182	47.0	5
3477deec91dc206b00fc42fd73e1c071	24	0	12	576	4	1	IOS	0	1	131	26.0	1
eecc0afc2bee1ce5bb3ab2abeb39b23b	43	0	17	577	4	1	IOS	1	1	236	89.0	3
3aefe6f8c38d58f85995f1f9cf8519f9	23	0	16	571	3	2	COLOR OS	0	1	46	33.0	-99
ed28e2ca5eb090296bd7261cd70727fb	27	1	17	577	1	1	ANDROID	0	1	18	1.0	-99
5071ff93607323cf41197a928109fc1d	34	1	3	574	4	1	IOS	1	1	129	99.0	2
11afa8c3d5f3d78867accc46b442e10a	44	0	3	574	4	1	ANDROID	0	1	167	27.0	5
0a5dce9885d25141cd4748c2776ee45e	68	1	23	577	4	1	ANDROID	0	1	113	46.0	2
be388d0a58d105e4d107f5cfb4f0b18f	50	0	14	571	3	1	COLOR OS	0	1	129	14.0	7
e73db717d232feae40019cad4b0ec8d1	58	0	8	574	3	2	ANDROID	0	1	187	5.0	6
b8f1b7538e7b5a799d9b350c19001ca6	65	1	23	575	3	1	ANDROID	0	1	10	27.0	1
0665d0101606c23a0d5a42bd0f5f8f30	40	0	22	577	2	1	ANDROID	0	1	48	3.0	5
49bf2db7685f2d065b2685019ae5a001	44	0	17	571	4	1	IOS	0	1	228	27.0	1
d9d590c6142759c86c8eb644e381f0b0	31	1	17	575	3	1	ANDROID	0	1	101	15.0	7
d0b3f102964a5a28b446ea6f351d04eb	44	1	9	571	4	1	ANDROID	0	1	154	37.0	7
afe7d1891ba015ace1ab77ed2f6c1dc6	30	0	0	574	4	0	IOS	0	1	155	11.0	1
82a87ca63d6483192798e58df5a4125c	55	0	17	571	3	1	ANDROID	0	1	197	25.0	6
b89a81ea48088c1f595384965072222e	82	0	23	571	2	1	ANDROID	0	1	65	103.0	1
cf275f49c00931bf8d9934c11415a9f8	69	1	11	574	3	1	ANDROID	0	1	177	11.0	3
07ba654abe2a6509f1d91c2bead1f8ab	45	0	17	575	3	1	HarmonyOS	0	1	218	33.0	7
85fc71e2909cbe228c7a17a8c7226cc1	35	1	17	579	3	1	ANDROID	0	1	117	25.0	7
13c430a2ed9e68b2d94be46100e7a901	27	1	0	575	3	0	HarmonyOS	0	1	15	14.0	1
73eb5e1d66b8c86e05a35001de9be011	53	1	17	571	3	1	ANDROID	0	1	63	6.0	7
39a3f564091b8ae3c8425d3a7162c5fc	38	1	0	575	4	0	ANDROID	0	1	18	38.0	7
3da5f59422959a43a92e2baaeff89ff5	25	0	17	577	3	1	IOS	0	1	113	11.0	7
e68ebabe0558eadb5adc1066bec7c388	42	0	14	573	5	1	IOS	0	1	181	47.0	7
be2ad93a95dcadcacb5c9a8539a0bfcb	43	1	19	577	4	2	ANDROID	1	1	240	36.0	1
3d537db8ba68a37290dadf2832e74d52	38	1	0	577	3	0	IOS	0	1	84	36.0	-99
acaae3be9492eadb9447c6428487eff3	42	0	17	574	3	1	RTOS系统	0	1	102	10.0	5
954fa808f744d9bbf94857be0c5aa3ca	38	1	17	572	4	1	HarmonyOS	0	1	207	5.0	7
c6f02c763428ed6151f8a7e43ec8e46c	29	0	6	574	3	1	IOS	0	1	145	47.0	7
08ba318ababd09ec7c087074bec33855	44	1	6	570	4	1	ANDROID	0	1	179	91.0	-99
3ed7333d9e623a4c3e8e0003343bc074	61	1	9	575	3	1	ANDROID	0	1	218	16.0	6
32d6b03edb1b95542efef8de3f9614cd	54	1	17	573	3	1	ANDROID	0	1	64	9.0	2
5a53cf326e7638b0084d71a89268104e	37	0	0	575	3	0	ANDROID	0	1	181	20.0	-99
2981c2fd8b3963fcb15d5f519261ebee	38	1	3	578	4	1	HarmonyOS	0	1	2	75.0	-99
17d447367031d354aa2a63f32e237d39	46	1	16	571	4	2	ANDROID	0	0	130	13.0	7
37d701e1a9fe12c10ec27612b0f110a9	53	0	19	571	4	2	ANDROID	0	1	130	31.0	7
e15f6c8727d3bc9129bd6ee1c5ac69b9	54	0	5	574	3	2	RTOS系统	0	1	25	10.0	3
bffcbcf4e59c77a703d9e98b7ea53517	63	1	12	579	4	1	ANDROID	0	1	262	28.0	5
a12d22ec6937057e7c7073618ee4bb2f	62	0	19	573	3	2	ANDROID	0	1	183	17.0	1
1003d164d1ea1e4333fe6828aa311ff8	53	1	0	579	2	1	ANDROID	0	1	117	3.0	5
3b68bfae75f2c17965c92abe447b5d48	30	0	11	570	2	1	RTOS系统	0	1	23	9.0	1
72a1bd1b51b1d5abae95986a5b1a1691	62	1	23	574	2	1	ANDROID	0	1	146	23.0	5
53ea8913b798d2a84d099b2029a8978a	22	1	0	577	1	0	ANDROID	0	1	15	9.0	7
24c78ad5cd01b0cc9a82630a7aae5c8b	46	1	0	571	4	1	ANDROID	0	1	176	31.0	2
a67896b80ad896c8d914bd18837a5fc5	62	1	23	570	3	1	ANDROID	0	1	113	18.0	-99
40ea20bfa597ecf75e4f3cdd881363fe	25	1	23	575	3	0	ANDROID	1	1	100	20.0	7
cd4e2792f9b91adcb88bc65e9eb6bd99	37	0	17	579	3	1	ANDROID	0	1	54	29.0	7
26bbbb5f81d7ce31d07bb816ac4d36fa	62	1	23	576	2	1	ANDROID	0	1	24	3.0	5
1e498b541b8bce3a7751514d0773e47b	61	0	23	575	2	1	ANDROID	0	1	167	23.0	5
65e18acba087ae9e5691189bee7a7ad2	57	1	17	577	4	1	HarmonyOS	1	1	176	150.0	5
cfd8a9f9b17ccdf1f15fcd0427151ab2	30	1	23	576	2	0	IOS	0	1	3	12.0	-99
d8719f6da1639f325ed356aed986f98e	30	1	6	576	4	1	ANDROID	0	1	95	40.0	5
49153874f2ea399015fa997765ba6363	29	0	16	571	3	2	IOS	0	1	14	8.0	7
20f43f6bdc400cb15129a966e9481a7a	42	1	3	579	4	1	ANDROID	1	1	150	81.0	5
0ef685f7ceb86ae31d01a66223c6d301	36	1	3	577	4	1	IOS	0	1	173	107.0	5
1fc08f0bff43c5b4af0aa6626a945a44	34	1	17	579	4	1	ANDROID	1	1	93	17.0	3
2c41f8714c75360d467e6816c181fdc0	75	0	23	572	2	1	ANDROID	0	1	186	16.0	1
0fda4bce5f66f6d183c6622473e72d4d	27	0	16	571	3	2	IOS	0	1	148	67.0	-99
5e60a22f9e7bb4ee9de24e5931ad1079	37	1	0	571	3	0	HarmonyOS	0	1	23	19.0	7
ed48cbf42c6aaedb1b6744fb305722fb	45	0	0	574	4	1	ANDROID	0	1	211	10.0	5
d2b2522e05329fd38fd7bff4ad89ad88	43	1	6	571	5	1	ANDROID	1	1	184	48.0	5
0518597aebca82039643ffc504e069a0	60	0	23	571	3	1	ANDROID	0	1	179	13.0	6
e709bbb0a9b81be1b580bd9397d655eb	24	1	17	577	1	1	IOS	0	1	3	2.0	7
c49fdc230796363665c5ae17acd1d0c2	48	0	0	579	4	1	HarmonyOS	1	1	225	65.0	3
a5a266ee107e22a356560c048311adb8	52	1	0	571	3	1	ANDROID	0	1	209	14.0	-99
af06a726f980dd8f404c80ba16ddf640	51	1	23	570	4	1	ANDROID	1	1	172	38.0	-99
36a360432ea8707b130bb605fbdbbea5	46	0	0	571	3	1	IOS	0	1	228	21.0	-99
495278b4914403dd78ed00e9393c047b	55	0	3	577	5	1	ANDROID	1	1	219	64.0	1
314b5a3851ae234c086f7bd051cdf673	80	0	23	573	2	1	ANDROID	0	1	88	11.0	1
6e20a6d4973d991f8e779889a6d88e3f	56	0	4	575	4	1	ANDROID	0	1	213	53.0	-99
23394d17298f18c9896ca526914d6d26	31	1	17	577	2	1	HarmonyOS	0	1	125	10.0	7
911c52fda1e83c171db9cb689952413c	64	0	23	574	2	1	IOS	0	1	176	5.0	4
0f596415d1b8a9fe368b1251020d2c66	20	0	0	573	3	0	ANDROID	0	1	7	33.0	7
67a57797833517ef137acef06f650420	39	0	14	575	4	2	IOS	0	1	218	56.0	1
7289aa539dd921798f657d34c82b4761	23	1	0	571	2	0	IOS	0	1	56	30.0	7
9d5bc65ddee93275c00371e63baf6ea3	35	1	8	576	5	2	ANDROID	1	1	109	55.0	3
f292143cac77ef39b9778dbe83b164ec	33	1	6	575	4	1	ANDROID	1	1	117	24.0	-99
bcaf6f532ef3bf193295587369069a59	51	0	12	577	4	1	ANDROID	1	1	187	17.0	7
73dac4eba3bba4f1a6c9a54f37890117	32	1	23	571	2	0	ANDROID	0	1	14	14.0	7
a6e1af1c6453b995233e27b0dd15ce52	51	0	14	577	3	1	COLOR OS	0	1	194	14.0	7
5649e2c7b1f24ac5f6f12fde5089a6fc	23	0	6	574	3	1	IOS	0	1	94	45.0	-99
94afb8a464f49190f61e3fdc55cdd8d9	44	0	0	577	3	1	ANDROID	0	1	109	40.0	-99
9bf61be88bd2f832a246de77902ac2ff	74	0	17	575	2	1	ANDROID	0	1	186	15.0	5
3971fa0dcbc6591469a381708f3eba60	66	0	6	573	3	1	IOS	0	1	184	15.0	5
4cbfcaa2bb0f5a2b8bfbfff2836d93e5	39	0	17	575	4	1	IOS	1	1	119	26.0	7
5b3f92db0918c6d77f03dd8ab3741ae0	28	0	6	573	4	1	IOS	0	1	144	37.0	7
adc151b03ff501a3b8eb43aee45cdb0d	34	1	0	579	4	0	IOS	1	1	156	65.0	5
c2171ac3bc1ca9fffac1225a5cca9077	63	1	23	571	3	1	ANDROID	0	1	280	53.0	6
66fa99d4802c9b38596574145d3d87dd	49	1	0	576	4	1	ANDROID	0	1	172	26.0	-99
5e4194336cd67976efaa7f9ab4f609c0	84	1	0	578	2	1	ANDROID	0	1	271	7.0	1
f5717e06650904a80c644ddb9fd1d64e	77	1	5	576	4	2	ANDROID	1	1	316	23.0	1
4876d6b02ca20f6f6f381a01d1b100cb	63	1	23	573	2	1	ANDROID	0	1	225	19.0	-99
20f99fa99bafd55a4b9bf4f8c0735e86	53	0	15	576	3	2	ANDROID	0	1	185	23.0	7
93b63d716c15725f18e454cbc2a724db	71	1	23	576	3	1	ANDROID	0	1	164	19.0	4
b39c48a5090cbcf8d23f9530def5f605	29	1	20	579	4	2	ANDROID	0	1	118	269.0	7
